,shapeGroup,shapeName,Precipitation,Temperature,Viirs_Average,Viirs_Cloud_Coverage_Count,Viirs_Cloud_Coverage_Sum,Population,supprimer,CO2 concentration (in parts per million),Year,gpw_v4_rev11_count.2015.sum,gpw_v4_rev11_count.2015.count,gpw_v4_rev11_count.2020.sum,gpw_v4_rev11_count.2020.count
8,MLI,Tombouctou,,,0.000399904900954,2486311.79001,2485819.48661,1049272.63824,621682.012207,409.130459651,2019,,,,
0,NGA,Sokoto,,,0.0227552296242,149187.070007,149014.309692,5519717.33594,37295.7321777,410.033275659,2019,,,,
1,NGA,Gombe,,,0.0345468233109,79216.0458984,79122.4003906,3276208.0,19716.21875,408.783445192,2019,,,,
2,NGA,Adamawa,,,0.0246066270462,189531.439209,189345.793457,4970521.5625,47373.6401367,410.186584682,2019,,,,
3,NGA,Zamfara,,,0.0191012179554,164158.659576,163997.339447,4868088.73315,41078.9839401,410.536426308,2019,,,,
4,NGA,Yobe,,,0.0139048245433,219176.711444,219000.134273,3656620.84375,54821.449707,409.327705671,2019,,,,
5,NGA,Borno,,,0.01732850444,345107.815552,344886.331787,6574148.0,86305.8769531,410.029558609,2019,,,,
6,NGA,Akwa Ibom,,,0.660696214591,32265.0817871,32208.9008789,5970475.0,8041.05957031,409.61052475,2019,,,,
7,NGA,Bauchi,,,0.0120943190036,236385.909454,236158.149101,7037359.76562,59153.0102539,410.522419688,2019,,,,
8,NGA,Ogun,,,0.280994266814,78703.6812353,78560.2509718,6319054.5,19710.5097656,409.201554185,2019,,,,
9,NGA,Niger,,,0.0233972635306,337252.50153,336967.054863,6031635.86444,83771.5409384,410.593949237,2019,,,,
10,NGA,Anambra,,,0.361854224313,22220.3300781,22167.9589844,5890197.5,5567.49023438,408.763722699,2019,,,,
11,NGA,Kano,,,0.191613101329,96773.2001343,96640.0216675,14290602.0,24090.7304688,410.722145884,2019,,,,
12,NGA,Nasarawa,,,0.024215591509,124333.999023,124193.588867,2682974.8125,31118.7509766,410.520391656,2019,,,,
13,NGA,Kebbi,,,0.0322116864282,177937.972656,177699.670898,4683767.875,43823.9597168,410.014410596,2019,,,,
14,NGA,Kaduna,,,0.0597115662896,214478.190918,214284.410156,9150736.09375,53634.0571289,410.501451243,2019,,,,
15,NGA,Katsina,,,0.059848065796,116188.556396,116044.496582,8577700.96875,29059.6501465,410.96408853,2019,,,,
16,NGA,Plateau,,,0.0296696700711,123471.141479,123341.411255,4553972.63672,30900.0196533,409.764714199,2019,,,,
17,NGA,Edo,,,0.822795806631,92249.3896484,92129.1904297,4781678.0,23091.9199219,409.568190746,2019,,,,
18,NGA,Oyo,,,0.0802842407743,130794.812538,130669.649815,8447858.15039,32720.4894905,409.386595547,2019,,,,
19,NGA,Jigawa,,,0.0504497583058,112368.411102,112180.990707,6111389.73047,28138.7783203,410.29958837,2019,,,,
20,NGA,Cross River,,,0.0283996544473,98984.2597656,98866.7001953,3858379.625,24732.8903809,409.159359765,2019,,,,
21,NGA,Taraba,,,0.00788358090857,277984.461258,277778.778625,3237295.59375,69547.1396484,409.889369042,2019,,,,
22,NGA,Rivers,,,4.52068185446,45543.1912231,45405.2705688,7753126.5,11378.0605469,410.094442996,2019,,,,
23,NGA,Ekiti,,,0.0568812202996,27346.0,27295.8378906,3610238.75,6848.85009766,411.020399067,2019,,,,
24,NGA,Benue,,,0.0268512986554,145346.890625,145208.359375,6103953.375,36370.9980469,410.721983759,2019,,,,
25,NGA,Delta,,,4.28064235954,80008.6201172,79871.1279297,6094079.5,19947.0,408.061345113,2019,,,,
26,NGA,Ondo,,,0.0608032665361,71040.4816356,70923.8399315,5136775.0,17777.6425781,410.130205571,2019,,,,
27,NGA,Osun,,,0.13479081355,40283.4135437,40215.9280701,4928489.0,10088.0703125,410.668316344,2019,,,,
28,NGA,Kwara,,,0.0276152361927,158515.507614,158334.406174,3368256.91797,39616.2092896,410.861473241,2019,,,,
29,NGA,Imo,,,1.01028387194,24179.6308594,24137.8984375,5858707.0,6055.16992188,410.469187659,2019,,,,
30,NGA,Kogi,,,0.0294063116537,137024.175293,136866.321777,4626130.875,34280.1601562,410.404918226,2019,,,,
31,NGA,Abia,,,0.143540188835,22611.8393555,22544.0698242,4097044.5,5669.9296875,410.27225707,2019,,,,
32,NGA,Fct,,,0.816607678,36129.9068127,36079.5605803,4497199.5,9045.6796875,410.951977716,2019,,,,
33,NGA,Bayelsa,,,2.76942269126,44172.6411133,44092.8007812,2466862.0,11028.9501953,409.322144483,2019,,,,
34,NGA,Enugu,,,0.0938614378987,35975.5406494,35909.4685059,4616888.5,9010.29980469,409.929081641,2019,,,,
35,NGA,Lagos,,,3.01245081074,17805.9414062,17747.7207031,13100028.0,3939.39013672,409.774905802,2019,,,,
36,NGA,Ebonyi,,,0.0641029336842,30603.7709885,30537.1996765,3238329.0,7667.50976562,410.072589601,2019,,,,
0,TGO,Savanes Region,,,0.0376283584221,41289.6206055,41206.588623,1158844.875,10343.0,411.89593443,2019,,,,
1,TGO,Kara Region,,,0.0379753083172,54639.9372559,54541.6936035,935325.375,13683.8808594,411.885606275,2019,,,,
2,TGO,Centrale Region,,,0.0187152978697,62702.7802734,62614.6816406,820397.3125,15697.7402344,410.898060824,2019,,,,
3,TGO,Plateaux Region,,,0.0208401591239,81204.9233398,81111.0595703,1750022.875,20303.1210938,408.741398138,2019,,,,
4,TGO,Maritime Region,,,0.565290097822,29811.8588867,29754.0991211,3614201.0,7441.43017578,406.376122263,2019,,,,
0,GIN,Boke,,,0.031615517187,163525.73877,163264.536804,1202437.53125,40899.2285156,411.051612292,2019,,,,
1,GIN,Conakry,,,4.30474163705,2091.11010742,2069.2199707,1828518.625,521.309997559,410.717118821,2019,,,,
2,GIN,Faranah,,,0.00051724977657,170058.763674,169815.959845,1060832.3457,42573.0410156,411.209588801,2019,,,,
3,GIN,Kankan,,,0.0047258564617,341635.41114,341378.612385,2415800.97547,85463.9520731,411.096533088,2019,,,,
4,GIN,Kindia,,,0.0317854381296,122010.748789,121834.621602,1967871.26521,30536.669209,411.54210169,2019,,,,
5,GIN,Labe,,,0.00214990743826,108595.558685,108478.479031,1063636.25,27174.6796875,411.839654808,2019,,,,
6,GIN,Mamou,,,0.00847115669903,84745.8813477,84633.0180664,770101.625,21213.7402344,411.822148889,2019,,,,
7,GIN,Nzerekore,,,0.00135775555588,173211.19751,172984.77417,1691537.46875,43359.2427979,409.745905421,2019,,,,
0,GNB,Bissau,,,1.26470283442,907.640014648,899.109985352,492435.15625,116.940002441,410.584186622,2019,,,,
1,GNB,Bafatá,,,0.00106704243451,28729.609375,28655.7382812,245716.5,7185.95996094,410.918046291,2019,,,,
2,GNB,Biombo,,,0.055357854788,4124.53027344,4104.99023438,146308.1875,962.720031738,409.668428736,2019,,,,
3,GNB,Bolama,,,0.00149660528566,6588.20996094,6354.80029297,30333.2871094,1674.62011719,408.940146078,2019,,,,
4,GNB,Cacheu,,,0.000912692583077,24863.1408691,24800.880127,218259.40625,5920.04980469,409.712560451,2019,,,,
5,GNB,Gabu,,,0.000564258509407,43623.2373047,43534.1479492,261598.53125,10926.0996094,410.841559799,2019,,,,
6,GNB,Oio,,,0.000391271360699,27219.0585938,27163.9609375,260287.28125,6590.5703125,411.480789496,2019,,,,
7,GNB,Quinara,,,0.00135484659544,15505.0791016,15454.0898438,69795.40625,3545.59008789,411.611948559,2019,,,,
8,GNB,Tombali,,,0.000868318162937,17728.8398438,17674.9199219,104193.570312,4277.45996094,411.087097494,2019,,,,
0,LBR,Bomi,,,0.00072871450571,9028.86035156,8992.41113281,93874.21875,2266.4699707,410.160821113,2019,,,,
1,LBR,Bong,,,0.00286414958425,41117.24086,41027.2099304,379005.90625,10301.7304688,409.931949214,2019,,,,
2,LBR,Gbarpolu,,,0.0,46506.1293359,46420.9919141,108469.296875,11647.7792969,409.344203779,2019,,,,
3,LBR,Grand Bassa,,,0.00915754827168,37026.3112793,36940.5283203,254892.5,9276.49023438,409.618893904,2019,,,,
4,LBR,Grand Cape Mount,,,0.00446776398251,22337.7499962,22275.1886063,164182.828125,5598.35986328,410.289038651,2019,,,,
5,LBR,Grand Gedeh,,,0.000740475059673,50590.9820557,50493.9277954,171512.3125,12672.2402344,409.134143739,2019,,,,
6,LBR,Grand Kru,,,0.0,18132.5195312,18088.46875,55751.2734375,4543.80029297,410.078070249,2019,,,,
7,LBR,Lofa,,,1.99440625557e-05,46739.4282227,46639.9689941,329859.90625,11709.4003906,409.376646839,2019,,,,
8,LBR,Margibi,,,0.0483900674175,12089.640625,12036.0800781,254621.03125,3035.7199707,410.539954213,2019,,,,
9,LBR,Maryland,,,0.00578242338253,10707.5800781,10665.0400391,178334.6875,2687.77978516,409.874857117,2019,,,,
10,LBR,Montserrado,,,0.258386672392,8797.63085938,8744.80957031,1408649.75,2211.95996094,410.249835271,2019,,,,
11,LBR,Nimba,,,0.00436208824518,53945.1479568,53842.318058,547774.4375,13511.9199219,409.037032794,2019,,,,
12,LBR,River Gee,,,0.00218209726745,23811.3007812,23749.9902344,85689.2890625,5967.86962891,409.791065933,2019,,,,
13,LBR,Rivercess,,,0.0,26086.8789062,26022.6699219,94131.296875,6537.79052734,408.490735005,2019,,,,
14,LBR,Sinoe,,,0.000325865202579,45472.8093262,45403.1600342,124953.554688,11385.8398438,409.505906341,2019,,,,
0,SLE,Southern,,,0.00443520011982,95473.1290894,95291.2891541,1536447.0,23902.2480469,410.034182435,2019,,,,
1,SLE,Eastern,,,0.00563641797395,74258.9509277,74137.6126709,1472518.875,18595.21875,411.091234565,2019,,,,
2,SLE,Western Area,,,0.695170818781,3275.56005859,3247.8203125,1322269.625,825.33996582,409.961704211,2019,,,,
3,SLE,Northern,,,0.00597355186808,171057.810059,170863.036621,2248301.98438,42796.2685547,411.906969584,2019,,,,
0,BEN,Alibori,,,0.00452860555597,126223.022202,126117.910782,1150411.625,31581.7382812,411.143167838,2019,,,,
1,BEN,Borgou,,,0.0242668289774,123690.443886,123579.085693,1617315.0564,30949.8393841,409.936304079,2019,,,,
2,BEN,Atakora,,,0.00624105774374,99567.0976562,99463.8994141,1012121.4375,24917.6191406,410.623447878,2019,,,,
3,BEN,Donga,,,0.0153570062928,51530.2109375,51461.6601562,688450.625,12900.7998047,410.722558903,2019,,,,
4,BEN,Collines,,,0.0085657315361,66975.7133789,66901.7185059,842118.625,16761.6796875,410.86997582,2019,,,,
5,BEN,Plateau,,,0.0530034394149,14658.9199219,14614.7001953,748652.5,3675.25976562,410.027101909,2019,,,,
6,BEN,Zou,,,0.0492743056311,24505.7402344,24465.8007812,1036286.0,6136.90039062,411.563638831,2019,,,,
7,BEN,Kouffo,,,0.0303463069375,10071.4101562,10034.7597656,759344.75,2527.0,411.653153887,2019,,,,
8,BEN,Atlantique,,,0.4265627994,14682.4101562,14651.6904297,1743000.75,3563.2800293,411.05908402,2019,,,,
9,BEN,Littoral,,,14.1327516849,344.020019531,337.679992676,799549.375,87.5699996948,411.286866755,2019,,,,
10,BEN,Mono,,,0.119225034659,9094.12011719,9057.91992188,722105.875,2219.43994141,411.294933071,2019,,,,
11,BEN,Ouémé,,,0.706865639121,6282.25,6256.91992188,1349308.75,1531.52001953,411.019243628,2019,,,,
0,BFA,Centre,,,1.40606824101,13779.5595703,13734.6103516,3953364.5,3456.08007812,409.462029938,2019,,,,
1,BFA,Boucle du Mouhoun,,,0.010200576258,165693.285156,165510.396362,1897440.42969,41458.2108154,410.175806222,2019,,,,
2,BFA,Cascades,,,0.013023660765,88442.5957031,88317.2412109,1073392.25,22141.8398438,410.654057375,2019,,,,
3,BFA,Centre-Est,,,0.0190805881843,70294.0722656,70176.4904785,1673160.125,17552.0605469,410.018590527,2019,,,,
4,BFA,Centre-Nord,,,0.0187222607799,94611.5498047,94502.6884766,1691568.75,23678.2011719,409.017438167,2019,,,,
5,BFA,Centre-Ouest,,,0.0153628396547,104415.443558,104272.144073,1669546.75,26139.640625,409.685082246,2019,,,,
6,BFA,Centre-Sud,,,0.0133814927589,55060.940918,54961.090332,859619.0,13727.9296875,410.778761794,2019,,,,
7,BFA,Est,,,0.00550621423646,223000.843321,222814.936029,1954831.875,55739.9174805,410.730863909,2019,,,,
8,BFA,Hauts-Bassins,,,0.0478173017588,122370.064575,122217.230835,2387270.28125,30629.8486328,410.836064672,2019,,,,
9,BFA,Nord,,,0.0190522430814,78994.2802734,78891.5449219,1561916.625,19763.9707031,410.068952982,2019,,,,
10,BFA,Plateau Central,,,0.0161817541401,41304.8790283,41203.770752,904827.125,10351.0195312,409.538736923,2019,,,,
11,BFA,Sahel,,,0.00738082487199,174510.927002,174345.167725,1445905.17969,43668.9382324,409.656483175,2019,,,,
12,BFA,Sud-Ouest,,,0.00891251334114,77838.2597046,77722.3005371,904732.625,19488.7089844,410.955128256,2019,,,,
0,CIV,Bas-Sassandra,,,0.059864899537,132830.353516,132690.60498,2617204.89062,33163.3708496,409.314291548,2019,,,,
1,CIV,Denguele,,,0.0608918313124,98775.8881164,98643.3402209,327822.25,24727.109375,411.010892977,2019,,,,
2,CIV,District Autonome D'Abidjan,,,5.08842761879,10088.9599609,10055.2207031,5339742.0,2476.86010742,409.789279238,2019,,,,
3,CIV,District Autonome De Yamoussoukro,,,0.919876873272,9782.2890625,9751.37988281,398591.5625,2441.89013672,409.740204612,2019,,,,
4,CIV,Goh-Djiboua,,,0.129775538201,73843.7490234,73747.0512695,1847389.0,18456.4902344,410.194059332,2019,,,,
5,CIV,Lacs,,,0.0871738800602,123020.239785,122872.629795,1428514.96996,30703.3279591,411.073778587,2019,,,,
6,CIV,Montagnes,,,0.0421182295198,144606.432617,144447.019287,2780163.78125,36177.1293945,409.910663298,2019,,,,
7,CIV,Sassandra-Marahoue,,,0.0792635413153,112664.632812,112559.115234,2647850.5,28080.8203125,409.436464147,2019,,,,
8,CIV,Savanes,,,0.145080888345,190434.554688,190193.130493,1912386.42578,47668.8128662,411.283053267,2019,,,,
9,CIV,Valle Du Bandama,,,0.116011085073,133814.413982,133653.794477,1585200.36156,33457.6300297,411.163039735,2019,,,,
10,CIV,Woroba,,,0.0479410530413,146744.408997,146548.888611,989330.09375,36735.8574219,411.357622393,2019,,,,
11,CIV,Zanzan,,,0.0370022554275,180864.632812,180700.786743,1039088.9375,45257.0087891,411.742220716,2019,,,,
12,CIV,Lagunes,,,0.0943869554031,96986.4418945,96829.5788574,1619873.25,24018.6601562,409.882435012,2019,,,,
13,CIV,Comoe,,,0.180609079006,65952.927002,65814.2583008,1306479.0,16165.6796875,408.749310554,2019,,,,
0,GMB,Central River,,,0.0020284681649,14416.9804688,14374.4794922,251230.0625,3615.08984375,410.009956126,2019,,,,
1,GMB,Western Division,,,0.306470486557,9083.49023438,9038.51953125,1074363.0,2226.75,409.548397832,2019,,,,
2,GMB,Greater Banjul Area,,,3.43168271811,410.130004883,404.270019531,330097.125,93.6499938965,409.283622345,2019,,,,
3,GMB,North Bank Division,,,0.0094976462837,10405.2597656,10375.2802734,252777.84375,2565.67993164,410.844304086,2019,,,,
4,GMB,Lower River,,,0.00439620932659,7221.90966797,7176.07958984,86913.859375,1796.34997559,411.48556979,2019,,,,
5,GMB,Upper River,,,0.00741110601579,9717.54003906,9687.109375,273600.0625,2436.98999023,407.800475975,2019,,,,
0,GHA,Western North Region,,,0.0757143934606,48415.5773726,48332.4696474,829919.875,12124.8203125,408.341757301,2019,,,,
1,GHA,Ahafo Region,,,0.171819987833,23843.3386993,23783.2799072,572185.0625,5976.45019531,409.141363076,2019,,,,
2,GHA,Bono East Region,,,0.0517766902571,109476.660156,109328.411621,1131436.66406,26747.6083984,410.110592863,2019,,,,
3,GHA,Savannah Region,,,0.0191264905886,166309.196838,166096.151855,647877.491211,41258.7102051,411.391525678,2019,,,,
4,GHA,North East Region,,,0.0549499495938,44061.9291992,43937.3720703,649757.5625,11046.0195312,411.823871877,2019,,,,
5,GHA,Oti Region,,,0.0500038037328,52202.6530762,52095.5998535,769213.0,11775.7607422,410.702529602,2019,,,,
6,GHA,Western Region,,,0.327102385905,65198.90625,65104.1123047,2098594.0,16301.5595703,408.56876,2019,,,,
7,GHA,Eastern Region,,,0.297372517807,88038.8535156,87949.8291016,3223063.0,20454.9609375,409.991364045,2019,,,,
8,GHA,Northern Region,,,0.1143774747,116424.214569,116227.612976,2036414.11914,29132.0406494,411.969035014,2019,,,,
9,GHA,Central Region,,,0.529891810445,47173.230957,47075.5493164,2881997.25,11817.0195312,408.755509828,2019,,,,
10,GHA,Ashanti Region,,,0.459060614998,115828.571777,115677.171387,6532031.91016,28953.5327148,410.60654285,2019,,,,
11,GHA,Bono Region,,,0.151657367316,55077.0378418,54983.8604431,1149394.0,13791.9091797,410.55526222,2019,,,,
12,GHA,Volta Region,,,0.357793419463,48727.7495117,48639.690918,2149258.0,11508.8994141,407.238259643,2019,,,,
13,GHA,Upper West Region,,,0.0747781224815,92748.0527344,92651.9287109,845253.5,23210.0507812,409.934690911,2019,,,,
14,GHA,Upper East Region,,,0.15505335732,41412.2705078,41322.171875,1180347.625,10371.6289062,411.0718648,2019,,,,
15,GHA,Greater Accra Region,,,7.02985131291,15111.0205078,15063.4990234,5347660.0,3780.43017578,408.187739019,2019,,,,
0,SEN,Dakar,,,9.18101595994,2652.9699707,2630.57006836,3472665.0,668.719970703,408.583156153,2019,,,,
1,SEN,Diourbel,,,0.321240290298,23559.25,23508.7402344,1757403.375,5902.10009766,410.488472599,2019,,,,
2,SEN,Fatick,,,0.0299347260096,34071.4199219,33989.96875,876634.875,8382.390625,410.149849023,2019,,,,
3,SEN,Kaffrine,,,0.00992805301432,53347.9183044,53284.640686,667355.4375,13353.0400391,410.006660716,2019,,,,
4,SEN,Kaolack,,,0.0968737900088,25420.5816345,25364.441864,1128700.5,6355.0703125,411.117623112,2019,,,,
5,SEN,Kolda,,,0.00633773066832,65986.8543261,65894.0700353,790018.1875,16520.1308594,410.798334933,2019,,,,
6,SEN,Louga,,,0.0186927903197,124546.620117,124438.386719,1058537.42969,31153.949707,409.431928352,2019,,,,
7,SEN,Matam,,,0.00537241973823,139906.9021,139774.453003,681176.109375,35009.3481445,409.893649272,2019,,,,
8,SEN,Saint Louis,,,0.0305647777096,92489.4511719,92351.5200577,1041836.625,23027.6015625,410.513815002,2019,,,,
9,SEN,Sedhiou,,,0.00708950082623,35298.4012756,35246.5962219,539301.0,8650.66015625,411.147298989,2019,,,,
10,SEN,Tambacounda,,,0.00359535899279,205512.263611,205316.099548,821003.018555,51426.8796387,411.494502523,2019,,,,
11,SEN,Thies,,,0.459807538873,31942.222168,31870.5822144,2083974.25,8000.5,409.589248521,2019,,,,
12,SEN,Ziguinchor,,,0.0221330551277,35323.1210938,35269.1289062,649478.0,8553.96972656,409.362019446,2019,,,,
13,SEN,Kedougou,,,0.0146493873176,80671.4182129,80554.9490967,181398.703125,20196.859375,412.607047896,2019,,,,
0,CPV,Boa Vista,,,0.158644212398,3090.70996094,3073.0300293,17716.2929688,776.079956055,408.937876979,2019,,,,
1,CPV,Brava,,,0.275834825127,337.579986572,330.170013428,4780.67285156,85.6200027466,411.052610013,2019,,,,
2,CPV,Maio,,,0.148681640575,1332.39990234,1320.82006836,6446.30957031,335.630004883,409.447705505,2019,,,,
3,CPV,Sal,,,1.01051919326,1086.7800293,1073.14001465,21328.9121094,275.040008545,409.745058774,2019,,,,
4,CPV,São Vicente,,,1.6060214367,1108.38000488,1095.40002441,79163.8359375,280.229980469,409.121815174,2019,,,,
5,CPV,Ribeira Brava,,,0.0905159491593,1115.02001953,1096.43994141,7121.44482422,283.109985352,409.907726267,2019,,,,
6,CPV,Tarrafal de São Nicolau,,,0.119090177762,808.930053711,793.059997559,4923.23730469,206.230010986,409.704939508,2019,,,,
7,CPV,Porto Novo,,,0.0970709548415,2749.69995117,2732.50976562,5785.23535156,691.679992676,410.648919509,2019,,,,
8,CPV,Ribeira Grande,,,0.177495302819,866.199951172,856.380004883,22934.9335938,218.900009155,409.765686542,2019,,,,
9,CPV,Paul,,,0.239263236798,254.989990234,249.739990234,16347.9042969,65.0099945068,409.863198584,2019,,,,
10,CPV,Mosteiros,,,0.203849965172,411.25,405.960021973,6154.08105469,104.169998169,411.783371755,2019,,,,
11,CPV,Santa Catarina do Fogo,,,0.125549382667,737.329956055,729.109985352,24438.8554688,186.290008545,411.287351081,2019,,,,
12,CPV,São Filipe,,,0.224062798205,1150.01000977,1140.23999023,6418.15039062,290.0,409.070401651,2019,,,,
13,CPV,São Miguel,,,0.364602430331,380.179992676,373.229980469,6605.40283203,96.7299957275,412.499458523,2019,,,,
14,CPV,Tarrafal,,,0.440890785209,592.16003418,581.690002441,40942.984375,150.439987183,411.623080678,2019,,,,
15,CPV,Santa Catarina,,,0.229331384613,1175.97998047,1161.98999023,42394.2265625,297.200012207,410.850592039,2019,,,,
16,CPV,Santa Cruz,,,0.410728709092,545.270019531,537.08001709,9599.9609375,138.38999939,412.419687638,2019,,,,
17,CPV,São Salvador do Mundo,,,0.556881208178,126.840003967,123.709991455,27944.7910156,32.4500007629,411.990815002,2019,,,,
18,CPV,São Lourenço dos Órgãos,,,0.547658764194,189.209991455,185.329986572,126126.984375,48.2600021362,412.209422478,2019,,,,
19,CPV,São Domingos,,,0.254891623284,718.060058594,706.83001709,14729.9707031,182.059997559,412.96880314,2019,,,,
20,CPV,Praia,,,4.40305817716,489.469970703,482.66998291,14649.6992188,124.020004272,413.071634434,2019,,,,
21,CPV,Ribeira Grande de Santiago,,,0.174808820349,703.540039062,694.140014648,11653.5,178.119995117,412.346719351,2019,,,,
0,NER,Tahoua/Agadez,,,0.00122986572532,3576724.34024,3576171.26466,5630298.12413,894316.586426,411.793789834,2020,,,,
1,NER,Dossa,,,0.00536296022302,153317.480774,153183.13916,2594186.55469,38362.9892578,412.559615017,2020,,,,
2,NER,Niamey,,,6.61836132009,2285.75976562,2272.5300293,1207040.5,574.760009766,412.589727671,2020,,,,
3,NER,Tillaberi,,,0.00600848322848,438911.772186,438658.40625,3742420.82837,109791.139755,411.342254137,2020,,,,
4,NER,Maradi,,,0.00970683465411,190083.78787,189949.901815,4616334.4375,47554.6605225,411.834252986,2020,,,,
5,NER,Zinder/Diffa,,,0.00452385326913,1426540.61473,1426156.47429,6113114.45454,356728.593674,411.736685048,2020,,,,
0,MLI,Bamako,,,13.9164134141,1188.15002441,1177.75,3294827.0,299.58001709,411.710886192,2020,,,,
1,MLI,Gao,,,0.000887247075562,872343.574287,872072.258995,925038.474319,218151.976103,411.858888519,2020,,,,
2,MLI,Kayes,,,0.0100908953508,590723.906067,590415.349152,2977562.20215,147429.001541,413.839542113,2020,,,,
3,MLI,Kidal,,,0.000686916651608,744464.852406,744184.012672,135471.480377,186188.27124,411.922823145,2020,,,,
4,MLI,Koulikouro,,,0.0340280041077,435992.194809,435670.566193,4497803.72461,109068.57489,412.311067679,2020,,,,
5,MLI,Mopti,,,0.00379471366653,383182.400848,382935.066254,2899410.53125,95817.2055664,411.827912518,2020,,,,
6,MLI,Segou,,,0.0117207772454,298759.081207,298542.653,3376931.23438,74742.4912109,412.039890597,2020,,,,
7,MLI,Sikasso,,,0.0143594849766,342550.523868,342236.320195,4091657.125,85509.9804688,413.080655936,2020,,,,
8,MLI,Tombouctou,,,0.000341744826326,2486311.79001,2485819.48661,1100430.17548,621682.012207,412.00451831,2020,,,,
0,NGA,Sokoto,,,0.0227892609355,149187.070007,149014.309692,5685239.9375,37295.7321777,413.177315238,2020,,,5461967.90625,37340.2583008
1,NGA,Gombe,,,0.0300177783558,79216.0458984,79122.4003906,3383627.75,19716.21875,410.722337479,2020,,,3214690.75,19827.6992188
2,NGA,Adamawa,,,0.0217979056892,189531.439209,189345.793457,5113263.6875,47373.6401367,412.784485809,2020,,,4897359.0,47428.4785156
3,NGA,Zamfara,,,0.0190168199295,164158.659576,163997.339447,5016018.99512,41078.9839401,413.230243278,2020,,,4716860.16357,41079.6510162
4,NGA,Yobe,,,0.013762848671,219176.711444,219000.134273,3779032.875,54821.449707,412.435262387,2020,,,3617362.6875,54838.206543
5,NGA,Borno,,,0.0164256949265,345107.815552,344886.331787,6796736.0,86305.8769531,412.682159938,2020,,,6438778.875,86332.1494141
6,NGA,Akwa Ibom,,,0.474083268412,32265.0817871,32208.9008789,6170848.0,8041.05957031,413.024344646,2020,,,5861048.5,8044.54003906
7,NGA,Bauchi,,,0.0152648738923,236385.909454,236158.149101,7257893.15625,59153.0102539,412.624435996,2020,,,7036862.875,59152.1416016
8,NGA,Ogun,,,0.397110885471,78703.6812353,78560.2509718,6533005.5,19710.5097656,412.383868924,2020,,,6607513.0,19710.9804688
9,NGA,Niger,,,0.0200151991352,337252.50153,336967.054863,6241339.71368,83771.5409384,411.748554216,2020,,,5950026.97382,84384.1535912
10,NGA,Anambra,,,0.310853637699,22220.3300781,22167.9589844,6052444.0,5567.49023438,408.36099665,2020,,,5750159.0,5568.1796875
11,NGA,Kano,,,0.173172798999,96773.2001343,96640.0216675,14756606.0,24090.7304688,412.224331376,2020,,,14061324.0,24225.9199219
12,NGA,Nasarawa,,,0.0265498554405,124333.999023,124193.588867,2759498.65625,31118.7509766,412.702845814,2020,,,2687276.0625,31118.9584961
13,NGA,Kebbi,,,0.0266044599263,177937.972656,177699.670898,4823375.875,43823.9597168,412.459828693,2020,,,4616632.28125,44544.2229004
14,NGA,Kaduna,,,0.0757355280597,214478.190918,214284.410156,9431480.125,53634.0571289,412.959938582,2020,,,8983905.875,53668.2304688
15,NGA,Katsina,,,0.0542043264783,116188.556396,116044.496582,8840474.3125,29059.6501465,410.75774067,2020,,,8388161.96875,29082.9685059
16,NGA,Plateau,,,0.0329643021782,123471.141479,123341.411255,4688887.58984,30900.0196533,411.236885103,2020,,,4414971.40625,30900.2694092
17,NGA,Edo,,,0.520448634181,92249.3896484,92129.1904297,4914556.0,23091.9199219,411.796539327,2020,,,4748344.5,23092.4003906
18,NGA,Oyo,,,0.0937191344355,130794.812538,130669.649815,8721759.44727,32720.4894905,412.895032283,2020,,,8339076.24707,32730.4206429
19,NGA,Jigawa,,,0.0450567897957,112368.411102,112180.990707,6284074.97266,28138.7783203,411.970974291,2020,,,5976960.19531,28139.2496338
20,NGA,Cross River,,,0.0197054482683,98984.2597656,98866.7001953,3961408.9375,24732.8903809,412.12983365,2020,,,3842705.0625,24762.5878906
21,NGA,Taraba,,,0.00741515384741,277984.461258,277778.778625,3330791.21875,69547.1396484,411.337017617,2020,,,3170645.9375,69547.1923828
22,NGA,Rivers,,,2.86830948095,45543.1912231,45405.2705688,8005277.0,11378.0605469,411.95898229,2020,,,7661061.5,11375.5
23,NGA,Ekiti,,,0.059081284767,27346.0,27295.8378906,3716540.75,6848.85009766,412.285923753,2020,,,3563278.25,6849.10009766
24,NGA,Benue,,,0.0233790404204,145346.890625,145208.359375,6277809.625,36370.9980469,412.296545368,2020,,,5980090.3125,36371.8012695
25,NGA,Delta,,,2.95351681647,80008.6201172,79871.1279297,6288212.0,19947.0,410.644742098,2020,,,5971935.0,19970.5585938
26,NGA,Ondo,,,0.0530558669891,71040.4816356,70923.8399315,5288313.0,17777.6425781,412.728522338,2020,,,4993158.5,17784.1210938
27,NGA,Osun,,,0.15580027916,40283.4135437,40215.9280701,5081748.0,10088.0703125,410.662381833,2020,,,4762953.0,10087.6191406
28,NGA,Kwara,,,0.0329697000356,158515.507614,158334.406174,3466552.00391,39616.2092896,412.013501822,2020,,,3258658.96875,39674.3410034
29,NGA,Imo,,,1.01358337839,24179.6308594,24137.8984375,6037445.0,6055.16992188,410.260324228,2020,,,5794731.0,6055.31982422
30,NGA,Kogi,,,0.029034351463,137024.175293,136866.321777,4756602.64844,34280.1601562,410.145341492,2020,,,4634610.5,34294.9016113
