,shapeGroup,shapeName,Precipitation,Temperature,Viirs_Average,Viirs_Cloud_Coverage_Count,Viirs_Cloud_Coverage_Sum,Population,supprimer,CO2 concentration (in parts per million),Year,gpw_v4_rev11_count.2015.sum,gpw_v4_rev11_count.2015.count,gpw_v4_rev11_count.2020.sum,gpw_v4_rev11_count.2020.count
12,SEN,Ziguinchor,102.01776288,26.5954023766,0.0139010853685,35323.1210938,35269.1289062,595864.3125,8553.96972656,402.145949997,2016,,,,
13,SEN,Kedougou,99.1403001972,29.5976262949,0.00822263077575,80671.4182129,80554.9490967,166534.40625,20196.859375,405.138943156,2016,,,,
0,CPV,Boa Vista,,,0.0814202777073,3090.70996094,3073.0300293,13982.8300781,776.079956055,401.979505301,2016,,,,
1,CPV,Brava,,,0.117369339097,337.579986572,330.170013428,4960.60253906,85.6200027466,402.384381325,2016,,,,
2,CPV,Maio,,,0.0796772573039,1332.39990234,1320.82006836,6502.44238281,335.630004883,404.518703181,2016,,,,
3,CPV,Sal,,,0.766361929337,1086.7800293,1073.14001465,21955.6054688,275.040008545,402.827763168,2016,,,,
4,CPV,São Vicente,18.916666666666668,25.383333333333333,1.0106569876,1108.38000488,1095.40002441,76243.484375,280.229980469,403.831233044,2016,,,,
5,CPV,Ribeira Brava,,,0.0398760397523,1115.02001953,1096.43994141,7068.02148438,283.109985352,403.711637561,2016,,,,
6,CPV,Tarrafal de São Nicolau,18.916666666666668,25.383333333333333,0.0711173909518,808.930053711,793.059997559,5000.55908203,206.230010986,402.402651009,2016,,,,
7,CPV,Porto Novo,,,0.0479507942309,2749.69995117,2732.50976562,6104.08984375,691.679992676,404.295136689,2016,,,,
8,CPV,Ribeira Grande,,,0.0679347391355,866.199951172,856.380004883,21090.8242188,218.900009155,404.23998237,2016,,,,
9,CPV,Paul,,,0.070323309261,254.989990234,249.739990234,16334.2714844,65.0099945068,403.823795055,2016,,,,
10,CPV,Mosteiros,,,0.0478074410266,411.25,405.960021973,6150.0,104.169998169,401.912853371,2016,,,,
11,CPV,Santa Catarina do Fogo,,,0.0637632632173,737.329956055,729.109985352,23893.0058594,186.290008545,402.74232615,2016,,,,
12,CPV,São Filipe,,,0.0997587349033,1150.01000977,1140.23999023,6664.81933594,290.0,401.765811603,2016,,,,
13,CPV,São Miguel,52.766666666666666,22.616666666666667,0.127097544118,380.179992676,373.229980469,6705.359375,96.7299957275,405.041432502,2016,,,,
14,CPV,Tarrafal,52.76666666666667,22.616666666666667,0.172842383789,592.16003418,581.690002441,34795.09375,150.439987183,404.442532973,2016,,,,
15,CPV,Santa Catarina,52.766666666666666,22.616666666666667,0.151378833602,1175.97998047,1161.98999023,43747.3203125,297.200012207,403.782635206,2016,,,,
16,CPV,Santa Cruz,52.766666666666666,22.616666666666667,0.20676917216,545.270019531,537.08001709,9606.14355469,138.38999939,405.017104182,2016,,,,
17,CPV,São Salvador do Mundo,52.766666666666666,22.616666666666667,0.288403117383,126.840003967,123.709991455,26247.25,32.4500007629,404.550946746,2016,,,,
18,CPV,São Lourenço dos Órgãos,52.76666666666667,22.616666666666667,0.438117461285,189.209991455,185.329986572,123524.296875,48.2600021362,405.087068488,2016,,,,
19,CPV,São Domingos,52.766666666666666,22.616666666666667,0.107146818911,718.060058594,706.83001709,14592.1484375,182.059997559,405.461566905,2016,,,,
20,CPV,Praia,,,4.37659742002,489.469970703,482.66998291,14543.5029297,124.020004272,406.173454742,2016,,,,
21,CPV,Ribeira Grande de Santiago,52.766666666666666,22.616666666666667,0.0902389272361,703.540039062,694.140014648,11204.3183594,178.119995117,404.257881554,2016,,,,
0,NER,Tahoua/Agadez,8.28762926968,28.0982595388,0.00100246429114,3576724.34024,3576171.26466,4834940.65851,894316.586426,405.186411944,2017,,,,
1,NER,Dossa,55.5696954181,29.662283189,0.00507434517549,153317.480774,153183.13916,2386423.37891,38362.9892578,406.487133305,2017,,,,
2,NER,Niamey,61.3029381718,29.875572492,3.7638076847,2285.75976562,2272.5300293,1096610.375,574.760009766,404.583367571,2017,,,,
3,NER,Tillaberi,45.6536102384,29.9954448777,0.00296694562322,438911.772186,438658.40625,3345227.9632,109791.139755,405.773889447,2017,,,,
4,NER,Maradi,43.5350636852,29.3542536436,0.00827348317031,190083.78787,189949.901815,4105398.53125,47554.6605225,405.52855523,2017,,,,
5,NER,Zinder/Diffa,22.0605770654,28.6878909816,0.00433583498352,1426540.61473,1426156.47429,5267293.54575,356728.593674,404.686676413,2017,,,,
0,MLI,Bamako,80.5437499873,27.7250000041,12.6941253768,1188.15002441,1177.75,2763296.0,299.58001709,405.990902907,2017,,,,
1,MLI,Gao,20.4554971095,30.1131203171,0.000741190917519,872343.574287,872072.258995,791582.484421,218151.976103,405.413068181,2017,,,,
2,MLI,Kayes,65.8751533696,29.4528510049,0.00934342162692,590723.906067,590415.349152,2663216.65369,147429.001541,406.722814007,2017,,,,
3,MLI,Kidal,9.34804706412,28.9499480497,0.000412784552483,744464.852406,744184.012672,111095.647339,186188.27124,405.430107626,2017,,,,
4,MLI,Koulikouro,59.1458800221,28.6985414678,0.024141959869,435992.194809,435670.566193,3730259.32422,109068.57489,405.615538631,2017,,,,
5,MLI,Mopti,47.8652189386,29.3784697027,0.00370041047645,383182.400848,382935.066254,2627412.92188,95817.2055664,405.295618735,2017,,,,
6,MLI,Segou,52.8091728993,29.1111802167,0.0115962759018,298759.081207,298542.653,3048806.76562,74742.4912109,405.894830445,2017,,,,
7,MLI,Sikasso,79.4414034835,28.2157436464,0.0123594983879,342550.523868,342236.320195,3615864.8125,85509.9804688,406.138231724,2017,,,,
8,MLI,Tombouctou,11.4538323471,28.8882619692,0.000375109127173,2486311.79001,2485819.48661,955855.777222,621682.012207,404.847448234,2017,,,,
0,NGA,Sokoto,53.7372228118,29.2600716957,0.0252025173362,149187.070007,149014.309692,5195414.96875,37295.7321777,406.032384254,2017,,,,
1,NGA,Gombe,76.0176742877,27.3452344081,0.0511392315923,79216.0458984,79122.4003906,3075413.25,19716.21875,406.497725314,2017,,,,
2,NGA,Adamawa,99.9293931141,27.093533771,0.021154943811,189531.439209,189345.793457,4703359.0625,47373.6401367,405.266174982,2017,,,,
3,NGA,Zamfara,71.9658111169,27.8961634311,0.0212694120502,164158.659576,163997.339447,4590546.42529,41078.9839401,405.67198529,2017,,,,
4,NGA,Yobe,49.6220218198,27.6877875068,0.00869099031149,219176.711444,219000.134273,3416629.25,54821.449707,404.365473757,2017,,,,
5,NGA,Borno,56.5043685681,28.1242656482,0.0137306838087,345107.815552,344886.331787,6149550.375,86305.8769531,405.140137973,2017,,,,
6,NGA,Akwa Ibom,205.153672761,26.5713252539,1.15179150093,32265.0817871,32208.9008789,5604974.5,8041.05957031,406.246018395,2017,,,,
7,NGA,Bauchi,78.4119038362,26.7193154647,0.0146131297966,236385.909454,236158.149101,6599572.70312,59153.0102539,405.483168329,2017,,,,
8,NGA,Ogun,108.022309092,27.6782672263,0.2714469784,78703.6812353,78560.2509718,5946377.0,19710.5097656,405.81649925,2017,,,,
9,NGA,Niger,88.8934546189,27.9290775972,0.0225844618478,337252.50153,336967.054863,5637130.31693,83771.5409384,405.963678616,2017,,,,
10,NGA,Anambra,120.106621109,27.5906938134,0.276751835013,22220.3300781,22167.9589844,5585825.0,5567.49023438,406.171999696,2017,,,,
11,NGA,Kano,71.8944686155,26.6202798893,0.22513754642,96773.2001343,96640.0216675,13399319.0,24090.7304688,405.601291704,2017,,,,
12,NGA,Nasarawa,76.5108499273,26.8414842672,0.0296877306885,124333.999023,124193.588867,2532933.5625,31118.7509766,405.236539231,2017,,,,
13,NGA,Kebbi,82.8492920669,28.5894450881,0.0293492458059,177937.972656,177699.670898,4410085.21875,43823.9597168,406.584146224,2017,,,,
14,NGA,Kaduna,88.6050674371,25.6953271078,0.0902332203578,214478.190918,214284.410156,8636042.90625,53634.0571289,405.088971439,2017,,,,
15,NGA,Katsina,66.8789882258,27.1927646006,0.0666341644285,116188.556396,116044.496582,8091682.0625,29059.6501465,405.290615599,2017,,,,
16,NGA,Plateau,87.1239138588,26.0939508603,0.0484380481693,123471.141479,123341.411255,4304962.22656,30900.0196533,406.844149972,2017,,,,
17,NGA,Edo,124.198336933,26.7151820667,0.639971856993,92249.3896484,92129.1904297,4532948.0,23091.9199219,405.447392166,2017,,,,
18,NGA,Oyo,96.5753712091,27.318400321,0.0699124917958,130794.812538,130669.649815,7924375.96484,32720.4894905,406.04026962,2017,,,,
19,NGA,Jigawa,57.9660007856,27.4807776697,0.0598317486681,112368.411102,112180.990707,5780344.47266,28138.7783203,405.166910026,2017,,,,
20,NGA,Cross River,178.022071403,27.3823463631,0.0225744845427,98984.2597656,98866.7001953,3642526.5625,24732.8903809,406.164422331,2017,,,,
21,NGA,Taraba,102.973800888,27.7431234846,0.00710070029992,277984.461258,277778.778625,3064122.0,69547.1396484,406.728728865,2017,,,,
22,NGA,Rivers,176.037760284,27.1933924374,5.23588762903,45543.1912231,45405.2705688,7273964.5,11378.0605469,405.664330804,2017,,,,
23,NGA,Ekiti,92.2597255651,26.2844421695,0.0472064647368,27346.0,27295.8378906,3406370.0,6848.85009766,405.736867355,2017,,,,
24,NGA,Benue,95.8952520745,27.5261959539,0.0302584926166,145346.890625,145208.359375,5753854.5,36370.9980469,405.807472273,2017,,,,
25,NGA,Delta,173.780997139,26.9318835238,3.35022962984,80008.6201172,79871.1279297,5731108.0,19947.0,405.461376999,2017,,,,
26,NGA,Ondo,118.764109728,27.0072456835,0.0362174907191,71040.4816356,70923.8399315,4845615.0,17777.6425781,405.65072491,2017,,,,
27,NGA,Osun,101.477199994,26.879977436,0.156569058353,40283.4135437,40215.9280701,4632398.0,10088.0703125,405.851516751,2017,,,,
28,NGA,Kwara,101.030568315,27.6000417871,0.0303868392333,158515.507614,158334.406174,3184408.42188,39616.2092896,406.107533558,2017,,,,
29,NGA,Imo,147.703848638,27.2808414593,0.890459368487,24179.6308594,24137.8984375,5511079.5,6055.16992188,405.967199999,2017,,,,
30,NGA,Kogi,76.63570413,27.6458644256,0.0253971627639,137024.175293,136866.321777,4359788.33594,34280.1601562,405.947656991,2017,,,,
31,NGA,Abia,157.038033917,27.260427039,0.179732733949,22611.8393555,22544.0698242,3876491.0,5669.9296875,406.110565273,2017,,,,
32,NGA,Fct,72.9620390169,27.2842019776,0.793748113348,36129.9068127,36079.5605803,3784968.0,9045.6796875,404.818060917,2017,,,,
33,NGA,Bayelsa,211.021287854,26.7414131742,2.67340519525,44172.6411133,44092.8007812,2316411.0,11028.9501953,405.369476619,2017,,,,
34,NGA,Enugu,114.435113862,27.2277140327,0.126280178328,35975.5406494,35909.4685059,4376900.0,9010.29980469,406.30351995,2017,,,,
35,NGA,Lagos,124.7059659,27.6321022711,2.84339360619,17805.9414062,17747.7207031,12299659.0,3939.39013672,405.426437122,2017,,,,
36,NGA,Ebonyi,133.519530343,27.2919566309,0.051719063881,30603.7709885,30537.1996765,3068998.25,7667.50976562,405.601773218,2017,,,,
0,TGO,Savanes Region,81.0374421059,28.6973835103,0.039177797733,41289.6206055,41206.588623,1076014.375,10343.0,407.132440119,2017,,,,
1,TGO,Kara Region,106.031096706,27.3733217555,0.0341081029505,54639.9372559,54541.6936035,891571.6875,13683.8808594,405.55667773,2017,,,,
2,TGO,Centrale Region,102.618414733,26.6405871054,0.0174549327768,62702.7802734,62614.6816406,770609.1875,15697.7402344,404.817977477,2017,,,,
3,TGO,Plateaux Region,102.018617239,26.8631726774,0.0202454610494,81204.9233398,81111.0595703,1653254.875,20303.1210938,404.051783562,2017,,,,
4,TGO,Maritime Region,88.2459993037,27.7901557328,0.524576882745,29811.8588867,29754.0991211,3295668.75,7441.43017578,402.260335477,2017,,,,
0,GIN,Boke,177.992373294,27.6951180844,0.0213090698204,163525.73877,163264.536804,1153948.9375,40899.2285156,406.854222955,2017,,,,
1,GIN,Conakry,277.433333333,26.3416666667,4.03303484027,2091.11010742,2069.2199707,1735974.0,521.309997559,405.770328451,2017,,,,
2,GIN,Faranah,131.924095863,26.2174973713,0.00222402861817,170058.763674,169815.959845,1009088.56152,42573.0410156,407.136528441,2017,,,,
3,GIN,Kankan,107.871624883,26.6244272192,0.00488886804814,341635.41114,341378.612385,2225194.17665,85463.9520731,407.065495431,2017,,,,
4,GIN,Kindia,211.819243114,26.7843582013,0.025626301752,122010.748789,121834.621602,1795225.1615,30536.669209,407.181438014,2017,,,,
5,GIN,Labe,124.124028732,25.9714084705,0.00315016736174,108595.558685,108478.479031,1035447.75,27174.6796875,406.755295918,2017,,,,
6,GIN,Mamou,147.794496799,24.8577284729,0.0100432389913,84745.8813477,84633.0180664,753666.4375,21213.7402344,406.864491954,2017,,,,
7,GIN,Nzerekore,157.011146674,25.0570619071,0.00287965325178,173211.19751,172984.77417,1644702.89062,43359.2427979,407.026149498,2017,,,,
0,GNB,Bissau,,,1.21956715223,907.640014648,899.109985352,458450.875,116.940002441,405.506734709,2017,,,,
1,GNB,Bafatá,135.78288188339732,27.72066672103932,0.00134027704657,28729.609375,28655.7382812,236596.890625,7185.95996094,408.057437886,2017,,,,
2,GNB,Biombo,105.21666666666668,27.76666666666667,0.0437596722723,4124.53027344,4104.99023438,138721.375,962.720031738,405.365582551,2017,,,,
3,GNB,Bolama,162.4950943424372,26.874984890674583,0.00277418474815,6588.20996094,6354.80029297,29927.8554688,1674.62011719,405.721754734,2017,,,,
4,GNB,Cacheu,106.36999194495375,27.769642791575745,0.0010967281363,24863.1408691,24800.880127,212575.84375,5920.04980469,405.463980443,2017,,,,
5,GNB,Gabu,127.9846579898084,27.46862284562222,0.000712777342004,43623.2373047,43534.1479492,248697.46875,10926.0996094,407.963186309,2017,,,,
6,GNB,Oio,127.5606103836254,27.831586468096617,0.000923028018497,27219.0585938,27163.9609375,250722.328125,6590.5703125,407.022493457,2017,,,,
7,GNB,Quinara,169.93947170526462,27.645695839832992,0.00084977398891,15505.0791016,15454.0898438,66877.8515625,3545.59008789,408.170123466,2017,,,,
8,GNB,Tombali,186.57692723367907,27.673313317115017,0.000982916217609,17728.8398438,17674.9199219,101177.25,4277.45996094,408.011621744,2017,,,,
0,LBR,Bomi,284.275871996,26.1678294584,0.000485979414248,9028.86035156,8992.41113281,91943.796875,2266.4699707,406.533001618,2017,,,,
1,LBR,Bong,196.355428992,26.1587407919,0.00323252713559,41117.24086,41027.2099304,370472.28125,10301.7304688,405.541550013,2017,,,,
2,LBR,Gbarpolu,209.718861301,26.0054497402,0.0,46506.1293359,46420.9919141,103615.859375,11647.7792969,406.710710602,2017,,,,
3,LBR,Grand Bassa,252.161686842,26.4569777455,0.011274183679,37026.3112793,36940.5283203,248102.71875,9276.49023438,404.535021681,2017,,,,
4,LBR,Grand Cape Mount,277.255947226,26.3574091619,0.00566672879802,22337.7499962,22275.1886063,157532.671875,5598.35986328,406.102145785,2017,,,,
5,LBR,Grand Gedeh,184.42448231,26.9427738253,0.000957414219675,50590.9820557,50493.9277954,161985.75,12672.2402344,402.130894424,2017,,,,
6,LBR,Grand Kru,248.926788983,25.8791392348,0.0,18132.5195312,18088.46875,56083.7304688,4543.80029297,404.654007155,2017,,,,
7,LBR,Lofa,203.199153369,25.1227798075,0.000222863083685,46739.4282227,46639.9689941,320693.5,11709.4003906,406.937886773,2017,,,,
8,LBR,Margibi,251.701028173,26.7673917147,0.0504628881199,12089.640625,12036.0800781,252405.390625,3035.7199707,406.211298576,2017,,,,
9,LBR,Maryland,240.621318078,25.7718040127,0.00485969720529,10707.5800781,10665.0400391,168649.9375,2687.77978516,404.093684647,2017,,,,
10,LBR,Montserrado,266.044816712,26.5515610195,0.231582520112,8797.63085938,8744.80957031,1317654.875,2211.95996094,406.577594923,2017,,,,
11,LBR,Nimba,180.354302048,26.2552649511,0.00461457409776,53945.1479568,53842.318058,530097.875,13511.9199219,404.247483147,2017,,,,
12,LBR,River Gee,223.064736647,26.1883983039,0.000404657801909,23811.3007812,23749.9902344,82032.8515625,5967.86962891,404.502809156,2017,,,,
13,LBR,Rivercess,240.464305667,26.433734669,0.0,26086.8789062,26022.6699219,89339.359375,6537.79052734,402.606538468,2017,,,,
14,LBR,Sinoe,264.795604818,26.128595481,2.32714623308e-05,45472.8093262,45403.1600342,120140.21875,11385.8398438,403.165275888,2017,,,,
0,SLE,Southern,257.339482357,27.1188775086,0.00388335567046,95473.1290894,95291.2891541,1464539.0,23902.2480469,405.45198064,2017,,,,
1,SLE,Eastern,218.00267746,26.2510594903,0.00591290697836,74258.9509277,74137.6126709,1428457.875,18595.21875,406.727834509,2017,,,,
2,SLE,Western Area,252.566666667,27.5583333333,0.523463653988,3275.56005859,3247.8203125,1243297.125,825.33996582,406.024623816,2017,,,,
3,SLE,Northern,211.039309106,27.039411368,0.00791581189516,171057.810059,170863.036621,2171892.85938,42796.2685547,406.581229083,2017,,,,
0,BEN,Alibori,91.04847977348352,28.733604655489167,0.00345878855652,126223.022202,126117.910782,1047042.9375,31581.7382812,406.212316611,2017,,,,
1,BEN,Borgou,109.71836752862951,27.355609848478636,0.0194215707544,123690.443886,123579.085693,1468097.96222,30949.8393841,405.000009905,2017,,,,
2,BEN,Atakora,85.61454030363275,28.18791754283339,0.00597366268007,99567.0976562,99463.8994141,951059.0,24917.6191406,405.589113066,2017,,,,
3,BEN,Donga,102.86065896098054,27.08795191751777,0.0169952781904,51530.2109375,51461.6601562,634507.625,12900.7998047,406.118309882,2017,,,,
4,BEN,Collines,84.176615634418,27.52546107637077,0.00923610035913,66975.7133789,66901.7185059,797646.5,16761.6796875,407.354740786,2017,,,,
5,BEN,Plateau,88.21211920144384,27.868447978349927,0.0551551142093,14658.9199219,14614.7001953,693541.0,3675.25976562,406.245491594,2017,,,,
6,BEN,Zou,81.50245428959882,28.07942517562244,0.0513154294158,24505.7402344,24465.8007812,971024.9375,6136.90039062,405.692507588,2017,,,,
7,BEN,Kouffo,89.50957579668273,27.889048837418773,0.0379172667285,10071.4101562,10034.7597656,711491.25,2527.0,404.753084187,2017,,,,
8,BEN,Atlantique,89.99642857253203,27.98660714298056,0.354576312655,14682.4101562,14651.6904297,1558295.25,3563.2800293,404.95052199,2017,,,,
9,BEN,Littoral,,,10.5801794244,344.020019531,337.679992676,785112.25,87.5699996948,405.003125713,2017,,,,
10,BEN,Mono,88.83940677803434,27.85720338964858,0.132638466478,9094.12011719,9057.91992188,680513.9375,2219.43994141,404.156163961,2017,,,,
11,BEN,Ouémé,94.32986104966967,27.95104166724875,0.639304019515,6282.25,6256.91992188,1246615.5,1531.52001953,405.303301771,2017,,,,
0,BFA,Centre,71.6086472529,28.8023773901,1.22647646461,13779.5595703,13734.6103516,3473515.0,3456.08007812,405.849820073,2017,,,,
1,BFA,Boucle du Mouhoun,68.0991659683,28.9487622569,0.0112382406639,165693.285156,165510.396362,1818209.23438,41458.2108154,405.094215718,2017,,,,
2,BFA,Cascades,86.5642481308,28.2423799994,0.0084561911112,88442.5957031,88317.2412109,955152.1875,22141.8398438,406.114879216,2017,,,,
3,BFA,Centre-Est,70.9082263366,29.0976908662,0.0186880299253,70294.0722656,70176.4904785,1572096.0,17552.0605469,406.689557431,2017,,,,
4,BFA,Centre-Nord,61.7100253764,29.1867063447,0.0191699777062,94611.5498047,94502.6884766,1604552.875,23678.2011719,405.218650737,2017,,,,
5,BFA,Centre-Ouest,69.3973680447,28.6900948493,0.0150837922024,104415.443558,104272.144073,1584976.375,26139.640625,405.344823004,2017,,,,
6,BFA,Centre-Sud,74.0459462634,28.8466700757,0.00968431588925,55060.940918,54961.090332,818101.75,13727.9296875,406.317622986,2017,,,,
7,BFA,Est,69.6611746559,29.1817735291,0.00378275064586,223000.843321,222814.936029,1812310.0,55739.9174805,405.753758522,2017,,,,
8,BFA,Hauts-Bassins,73.4256777135,28.3014729491,0.0475064699402,122370.064575,122217.230835,2211978.67188,30629.8486328,405.695132433,2017,,,,
9,BFA,Nord,71.5641994251,29.2111454956,0.0145479649591,78994.2802734,78891.5449219,1492329.75,19763.9707031,407.486849656,2017,,,,
10,BFA,Plateau Central,70.2418184235,28.8149046173,0.0155323061872,41304.8790283,41203.770752,868613.5625,10351.0195312,405.462150634,2017,,,,
11,BFA,Sahel,50.5262457217,29.9275112164,0.0062517689099,174510.927002,174345.167725,1355093.24609,43668.9382324,405.426371522,2017,,,,
12,BFA,Sud-Ouest,70.2266703125,28.297141163,0.00646378081709,77838.2597046,77722.3005371,849240.4375,19488.7089844,406.026359937,2017,,,,
0,CIV,Bas-Sassandra,148.996848109,26.5654286464,0.0594000607155,132830.353516,132690.60498,2474042.5,33163.3708496,404.017918418,2017,,,,
1,CIV,Denguele,87.150082474,26.8718209258,0.0577764082542,98775.8881164,98643.3402209,309591.53125,24727.109375,406.94262964,2017,,,,
2,CIV,District Autonome D'Abidjan,150.770222817,27.3863744602,4.58844431757,10088.9599609,10055.2207031,5073700.0,2476.86010742,405.047464647,2017,,,,
3,CIV,District Autonome De Yamoussoukro,93.2889538124,27.1452309895,1.01091062732,9782.2890625,9751.37988281,380704.59375,2441.89013672,403.245969524,2017,,,,
4,CIV,Goh-Djiboua,113.286667594,27.0274820814,0.140508856003,73843.7490234,73747.0512695,1746417.875,18456.4902344,405.998516018,2017,,,,
5,CIV,Lacs,83.0208484558,27.6014496096,0.0977230510148,123020.239785,122872.629795,1357167.76389,30703.3279591,406.53778366,2017,,,,
6,CIV,Montagnes,149.936503278,26.0962453454,0.0356693399918,144606.432617,144447.019287,2610010.8125,36177.1293945,405.278765268,2017,,,,
7,CIV,Sassandra-Marahoue,95.7329886601,26.7718021304,0.083468794229,112664.632812,112559.115234,2496642.0,28080.8203125,406.213916717,2017,,,,
8,CIV,Savanes,92.558235587,27.6332638054,0.124004369652,190434.554688,190193.130493,1784302.10645,47668.8128662,405.650114465,2017,,,,
9,CIV,Valle Du Bandama,80.7824736775,27.1621676639,0.112214379681,133814.413982,133653.794477,1525491.88657,33457.6300297,406.28592252,2017,,,,
10,CIV,Woroba,94.6416170182,26.4079942269,0.0484778398755,146744.408997,146548.888611,927119.375,36735.8574219,406.719067168,2017,,,,
11,CIV,Zanzan,62.8600633546,27.77895681,0.0331319846686,180864.632812,180700.786743,996354.8125,45257.0087891,407.303178257,2017,,,,
12,CIV,Lagunes,116.860162223,27.4502419651,0.0885385359,96986.4418945,96829.5788574,1563683.0,24018.6601562,405.024646344,2017,,,,
13,CIV,Comoe,115.181521215,27.3226916168,0.170401710896,65952.927002,65814.2583008,1257989.5,16165.6796875,405.662654981,2017,,,,
0,GMB,Central River,82.3084270117,28.7036861398,0.00105843556685,14416.9804688,14374.4794922,241348.046875,3615.08984375,408.303051048,2017,,,,
1,GMB,Western Division,74.3895606454,26.5568681278,0.232210704671,9083.49023438,9038.51953125,954405.25,2226.75,405.667567107,2017,,,,
2,GMB,Greater Banjul Area,60.5833333333,26.325,3.31644700227,410.130004883,404.270019531,321559.09375,93.6499938965,405.501945438,2017,,,,
3,GMB,North Bank Division,77.150726481,27.3987121331,0.00246946245186,10405.2597656,10375.2802734,239453.140625,2565.67993164,406.28014237,2017,,,,
4,GMB,Lower River,92.6782140157,27.5844976421,0.00185897420733,7221.90966797,7176.07958984,84382.0625,1796.34997559,406.719015621,2017,,,,
5,GMB,Upper River,94.5338036079,28.6161789527,0.00297672803755,9717.54003906,9687.109375,258713.671875,2436.98999023,408.361438094,2017,,,,
0,GHA,Western North Region,101.332099284,27.4061650064,0.06108281916,48415.5773726,48332.4696474,806655.375,12124.8203125,405.964096019,2017,,,,
1,GHA,Ahafo Region,78.4130344435,27.5012209642,0.142290329022,23843.3386993,23783.2799072,544906.375,5976.45019531,407.050606044,2017,,,,
2,GHA,Bono East Region,86.6603710503,28.438517979,0.0425193914019,109476.660156,109328.411621,1071108.6875,26747.6083984,406.383016,2017,,,,
3,GHA,Savannah Region,61.5269769981,28.8266462073,0.0187489063194,166309.196838,166096.151855,615639.120117,41258.7102051,407.148070617,2017,,,,
4,GHA,North East Region,72.233146697,29.1195566041,0.0425763363258,44061.9291992,43937.3720703,608194.5625,11046.0195312,407.227569211,2017,,,,
5,GHA,Oti Region,87.9579940728,27.9208950106,0.0426503796802,52202.6530762,52095.5998535,730832.5625,11775.7607422,404.438257689,2017,,,,
6,GHA,Western Region,124.334412592,27.4124092864,0.299111643445,65198.90625,65104.1123047,1972397.375,16301.5595703,404.678383549,2017,,,,
7,GHA,Eastern Region,119.785452463,27.5571759017,0.233811843615,88038.8535156,87949.8291016,3067784.25,20454.9609375,403.678693082,2017,,,,
8,GHA,Northern Region,73.2054658715,28.8772538625,0.0941127385184,116424.214569,116227.612976,1895548.05469,29132.0406494,406.541287872,2017,,,,
9,GHA,Central Region,118.485156111,27.446999957,0.4681649344,47173.230957,47075.5493164,2721956.75,11817.0195312,404.565852724,2017,,,,
10,GHA,Ashanti Region,109.997577954,27.7154656993,0.389908774495,115828.571777,115677.171387,6072723.04004,28953.5327148,405.964440833,2017,,,,
11,GHA,Bono Region,67.2107202801,27.7445850292,0.118571011638,55077.0378418,54983.8604431,1098075.0,13791.9091797,407.186154648,2017,,,,
12,GHA,Volta Region,103.289127855,27.7412159855,0.318344627587,48727.7495117,48639.690918,2023860.5,11508.8994141,403.807721688,2017,,,,
13,GHA,Upper West Region,61.5040130128,28.7422735741,0.0726871160109,92748.0527344,92651.9287109,810532.875,23210.0507812,406.108218367,2017,,,,
14,GHA,Upper East Region,71.9151466496,29.2785198226,0.156570997861,41412.2705078,41322.171875,1149052.75,10371.6289062,407.363334471,2017,,,,
15,GHA,Greater Accra Region,82.0112932246,27.548028384,5.4579118243,15111.0205078,15063.4990234,4984333.0,3780.43017578,403.217379013,2017,,,,
0,SEN,Dakar,35.725,25.975,8.27076984967,2652.9699707,2630.57006836,3277129.5,668.719970703,407.699648793,2017,,,,
1,SEN,Diourbel,48.8852913995,28.085072389,0.237020037706,23559.25,23508.7402344,1662257.375,5902.10009766,405.882268891,2017,,,,
2,SEN,Fatick,57.9449296182,27.8381381426,0.0240697566595,34071.4199219,33989.96875,824703.375,8382.390625,405.774857474,2017,,,,
3,SEN,Kaffrine,61.8661280438,28.8520535763,0.00592932326318,53347.9183044,53284.640686,630502.4375,13353.0400391,406.899616329,2017,,,,
4,SEN,Kaolack,61.6515943359,28.1947698952,0.071144326756,25420.5816345,25364.441864,1065509.75,6355.0703125,406.176958937,2017,,,,
5,SEN,Kolda,105.114468889,28.469206035,0.00561127094826,65986.8543261,65894.0700353,746348.5625,16520.1308594,407.249335043,2017,,,,
6,SEN,Louga,35.7904155145,28.5994491542,0.0171623506237,124546.620117,124438.386719,999585.8125,31153.949707,405.035951735,2017,,,,
7,SEN,Matam,51.7706181538,30.2395278645,0.00492651623862,139906.9021,139774.453003,643298.921875,35009.3481445,406.573461298,2017,,,,
8,SEN,Saint Louis,28.3500889587,29.1135757487,0.0285748372086,92489.4511719,92351.5200577,985825.625,23027.6015625,406.47903216,2017,,,,
9,SEN,Sedhiou,111.121318427,27.8542639391,0.00392462988643,35298.4012756,35246.5962219,509085.75,8650.66015625,406.660714464,2017,,,,
10,SEN,Tambacounda,76.5587180437,29.8537748715,0.00292628960382,205512.263611,205316.099548,775495.151367,51426.8796387,406.527234165,2017,,,,
11,SEN,Thies,45.6956919631,26.8468784167,0.340860159244,31942.222168,31870.5822144,1969895.5,8000.5,407.054060908,2017,,,,
12,SEN,Ziguinchor,106.722611147,26.757565583,0.0203084485455,35323.1210938,35269.1289062,612920.25,8553.96972656,405.64255799,2017,,,,
13,SEN,Kedougou,97.3401531436,29.6976713926,0.0110317103191,80671.4182129,80554.9490967,171400.125,20196.859375,407.339163161,2017,,,,
0,CPV,Boa Vista,,,0.119572597706,3090.70996094,3073.0300293,15120.2382812,776.079956055,405.856682036,2017,,,,
